epoch,train_acc,train_loss,val_acc,val_loss
1,0.3013386499572771,1.9187570443729063,0.40860215053763443,1.4914919374124058
2,0.436627741384221,1.5187876004564465,0.46833930704898447,1.3964444601310875
3,0.5121048134434634,1.3425163166398069,0.5782556750298686,1.1614919526959366
4,0.557675875818855,1.2362939847085905,0.5328554360812425,1.3354495991513413
5,0.60524067217317,1.126215068653124,0.5340501792114696,1.2006538736651529
6,0.6274565650811734,1.0771091470414251,0.5818399044205496,1.1229453677276395
7,0.6404158359441754,1.0409563956336714,0.5029868578255675,1.3738814469356582
8,0.6626317288521789,0.9791370000274415,0.6296296296296297,1.0305264749265504
9,0.6864141270293364,0.931855155897575,0.6845878136200717,0.9271320700645447
10,0.685844488749644,0.9127299763211357,0.4886499402628435,1.82380840013612
11,0.7057818285388778,0.8703582538016021,0.44205495818399043,1.5675788323553104
12,0.7134719453147251,0.8521910385145957,0.5686977299880526,1.3621325115409662
13,0.720450014240957,0.8084062629109906,0.5388291517323776,1.3282826672712307
14,0.7349757903731131,0.773193745990549,0.4970131421744325,1.5527167369453412
15,0.745086869837653,0.762552777156743,0.5758661887694145,1.242683273511675
16,0.7509256622045002,0.7472879469802005,0.7037037037037037,0.9604400666957756
