epoch,train_acc,train_loss,val_acc,val_loss
1,0.2836798632868129,1.9491617386991327,0.4050179211469534,1.5156155427296956
2,0.4268014810595272,1.526987592198632,0.5400238948626045,1.2339401973618402
3,0.530190828823697,1.3027155380357396,0.48028673835125446,1.3601781317481287
4,0.5817430931358587,1.1718150621110743,0.3249701314217443,2.797757024014438
5,0.6176303047564796,1.0967262333089656,0.6535244922341696,1.0066289360876437
6,0.6320136713187127,1.044940527460792,0.5579450418160096,1.3809090714763712
7,0.6409854742238679,1.029542685096914,0.5603345280764636,1.1626143521732755
8,0.6838507547707205,0.936500555547801,0.4755077658303465,1.9922049447066255
9,0.6888350897180291,0.9101534201340242,0.5519713261648745,1.140917573262144
10,0.6969524352036457,0.8830986341292207,0.3548387096774194,2.3342230021953583
11,0.7163201367131872,0.853043207526207,0.4755077658303465,1.5257589616985232
12,0.7287097692964968,0.82973600869829,0.6164874551971327,1.1211491855965168
13,0.7382512104813443,0.7889382068406452,0.6654719235364397,0.951480634458777
14,0.7520649387638849,0.7498179945078763,0.5364396654719236,1.6579254920835849
15,0.7490743377954998,0.7509410659020598,0.5519713261648745,1.3715946403918442
