epoch,train_acc,train_loss,val_acc,val_loss
1,0.28595841640558245,1.9644952358037302,0.4169653524492234,1.5095870089980792
2,0.42338365138137285,1.5492566993676449,0.5161290322580645,1.2772354073119614
3,0.5166619196810026,1.3656106884495816,0.46236559139784944,1.4786426365937826
4,0.557533466248932,1.2526443493393395,0.4121863799283154,1.9348145374711954
5,0.593563087439476,1.1673409436449647,0.6678614097968937,0.97044918897017
6,0.6070919965821703,1.1209478186855013,0.3811230585424134,1.7502420014649067
7,0.616775847336941,1.0968276145517961,0.5268817204301075,1.3289393959742672
8,0.6449729421817146,1.0381188912652348,0.6869772998805257,0.8827683090601327
9,0.6557960694958701,0.9961119572502606,0.6511350059737157,1.046895146651088
10,0.6576473939048704,0.9824351413103334,0.43847072879330945,1.827027734158174
11,0.6738820848761037,0.9502344052720993,0.45161290322580644,1.5318236463123336
12,0.685986898319567,0.9245766095800118,0.44086021505376344,1.9438163349932094
13,0.6933921959555682,0.8907236026468472,0.3763440860215054,2.155630813173528
14,0.7087724295072629,0.8594488058247708,0.5495818399044206,1.2311806701791455
15,0.7123326687553404,0.85232132062282,0.6738351254480287,1.0149622404912733
