42,0,22,4,0,6,0,24,0,2
0,35,0,1,0,0,0,0,0,0
2,0,80,2,0,2,0,0,1,13
2,3,6,84,0,0,2,0,0,3
3,0,9,4,70,5,1,3,0,5
34,0,1,0,1,55,3,0,1,1
0,0,0,0,1,0,34,0,0,0
24,0,7,1,41,16,0,20,7,4
3,0,12,3,0,4,0,0,64,0
13,0,19,0,2,0,0,1,6,59
