67,0,4,10,2,9,0,8,0,0
0,27,0,0,0,0,3,0,0,6
3,0,87,4,0,0,0,0,0,6
1,0,11,70,0,3,9,2,4,0
8,1,7,2,67,3,2,9,1,0
1,0,0,0,31,54,0,9,1,0
0,0,0,3,6,0,26,0,0,0
2,0,0,0,0,46,0,72,0,0
0,0,5,0,0,9,0,0,72,0
9,2,4,0,4,1,0,2,9,69
