epoch,train_acc,train_loss,val_acc,val_loss
1,0.28567359726573627,1.9128786007744305,0.35961768219832735,1.8888298318071186
2,0.42381088009114215,1.5804302883854215,0.38948626045400236,1.6831064589743345
3,0.4975790373113073,1.3970827074691754,0.4862604540023895,1.5751140230106857
4,0.5514098547422387,1.253699043481388,0.5412186379928315,1.4446091966808967
5,0.5872970663628596,1.145254428402981,0.4922341696535245,1.6361147589840979
6,0.6300199373397892,1.056736665801198,0.5316606929510155,1.4342390984859106
7,0.6560808886357163,0.992741385597846,0.5268817204301075,1.479490410044508
8,0.6731700370264881,0.95538660293288,0.5268817204301075,1.5117077059551793
9,0.6923953289661066,0.895226351153063,0.6093189964157706,1.3503019466715038
10,0.7170321845628026,0.8181913073486511,0.6439665471923537,1.2908644856147047
11,0.7241526630589575,0.8049897212441799,0.5615292712066906,1.3828666904624902
12,0.7556251780119624,0.7269432108874745,0.6308243727598566,1.276509631530575
13,0.7589005981201937,0.7056022800657906,0.6356033452807647,1.290735117036779
14,0.7742808316718883,0.6638866969318488,0.5746714456391876,1.5349327981612593
15,0.7805468527485047,0.6407080988881256,0.5794504181600956,1.4685622597078107
16,0.7906579322130447,0.6096761861056564,0.5913978494623656,1.4081847023851466
17,0.8017658786670464,0.5896806987447999,0.6117084826762246,1.361787109161323
18,0.8162916547992025,0.5457243318913466,0.6140979689366786,1.3211127538585439
19,0.8288236969524352,0.5023455431086599,0.5913978494623656,1.5353450211432744
