7,0,5,3,0,28,0,57,0,0
0,24,0,0,0,0,12,0,0,0
4,0,42,3,1,2,0,1,11,36
6,0,4,63,0,5,13,2,7,0
2,1,5,0,58,3,5,24,2,0
3,0,0,0,7,54,0,32,0,0
0,0,0,0,6,3,26,0,0,0
0,0,0,0,0,6,0,114,0,0
1,0,2,0,2,11,0,0,70,0
8,19,0,0,2,2,0,5,8,56
