72,0,14,1,0,4,0,9,0,0
0,19,0,1,0,0,6,0,1,9
1,0,93,4,0,1,0,0,0,1
1,0,8,72,1,2,10,0,6,0
8,0,9,5,52,1,0,5,20,0
6,0,0,0,31,58,0,0,1,0
0,0,0,5,1,0,28,1,0,0
20,0,0,0,9,39,0,52,0,0
1,0,7,0,0,3,0,0,75,0
9,0,5,0,0,0,0,3,5,78
