epoch,train_acc,train_loss,val_acc,val_loss
1,0.2734263742523498,2.013072420089826,0.39904420549581837,1.647225095416015
2,0.40600968385075475,1.6247518570385109,0.5794504181600956,1.292745682428468
3,0.4881800056963828,1.3959223630759603,0.5424133811230586,1.1212608625866332
4,0.5422956422671603,1.2736010615266264,0.6057347670250897,1.1151539309407181
5,0.5757618911990886,1.2037510753764107,0.6045400238948626,1.048123521343717
6,0.5964112788379379,1.1569737999748804,0.5483870967741935,1.2051530404473252
7,0.6086585018513244,1.114215928085301,0.6009557945041816,1.0300873835694115
8,0.6291654799202506,1.0828941958640321,0.5686977299880526,1.1364851709244386
9,0.6434064369125605,1.038449695414454,0.5531660692951016,1.1061192606136483
10,0.6454001708914839,1.023346432656525,0.6021505376344086,1.108373169207348
11,0.6617772714326403,0.9964455876643674,0.5388291517323776,1.3257326449988023
12,0.6698946169182569,0.972962279186705,0.47909199522102747,1.584265107605255
13,0.6753061805753346,0.9479240155980364,0.5746714456391876,1.232789250055574
14,0.6841355739105668,0.932407824284395,0.6260454002389486,1.0197026906359308
15,0.6953859299344916,0.9033423814252188,0.7072879330943848,0.9285998189786695
16,0.7062090572486471,0.867390696578797,0.6427718040621266,1.0237611271792426
17,0.7143264027342637,0.853200126549649,0.6463560334528077,1.0324262810062688
18,0.717601822842495,0.844548696469609,0.6236559139784946,0.9969690057255749
19,0.7238678439191114,0.8263797136469148,0.6606929510155317,0.980355247644321
20,0.7324124181144973,0.7973378711042752,0.6881720430107527,0.8904921614195941
21,0.7425234975790374,0.7849359872808217,0.6630824372759857,0.9672192590978911
22,0.7439475932782683,0.778730794957124,0.5973715651135006,1.2050530786608469
23,0.7469381942466534,0.7616601525243702,0.7096774193548387,0.8703977660328712
24,0.742096268869268,0.756926363788053,0.7132616487455197,0.9093941095864998
25,0.7563372258615779,0.7299278525801074,0.5089605734767025,1.5741249509858635
26,0.7571916832811165,0.727967998738441,0.6845878136200717,1.0432015239559818
27,0.763742523497579,0.7202372294691538,0.7371565113500598,0.8166242283681091
28,0.7617487895186557,0.7093801778106863,0.6857825567502986,1.001367247487717
29,0.7650242096268869,0.7020856195674671,0.6666666666666666,1.1047178169817857
30,0.7734263742523497,0.6864251727598947,0.6786140979689367,0.9848744015051227
31,0.7786955283395044,0.6745177184938027,0.6356033452807647,1.1507981741045303
32,0.7829678154371974,0.6571431435593712,0.6618876941457587,1.0409536884113584
33,0.7711478211335802,0.6775017956734247,0.6045400238948626,1.315382256822766
34,0.7858160068356593,0.6608893744358983,0.6786140979689367,1.021270549522256
35,0.7902307035032754,0.6374352491187072,0.6308243727598566,1.132795307706198
36,0.7855311876958132,0.6402414539544621,0.5866188769414575,1.4664492783365104
37,0.7964967245798917,0.6185115866006643,0.6535244922341696,1.0981590098697025
38,0.7966391341498149,0.6131112576209874,0.6594982078853047,1.103364050810067
39,0.804044431785816,0.6021087010452579,0.5244922341696535,1.5189333343636773
